,latitude,longitude,cluster_label
932,39.849426,-86.258278,15
933,34.05223,-118.24368,21
934,41.597782,-72.755371,10
935,32.71571,-117.16472,21
936,21.52536,-78.22579,5
937,38.89511,-77.03637,3
938,21.52536,-78.22579,5
939,31.054487,-97.563461,7
940,40.349457,-88.986137,15
941,40.349457,-88.986137,15
942,21.52536,-78.22579,5
943,42.230171,-71.530106,10
944,31.054487,-97.563461,7
945,38.456085,-92.288368,20
946,38.030933,-81.086051,3
947,39.73915,-104.9847,24
948,40.349457,-88.986137,15
949,35.747845,-86.692345,2
950,31.054487,-97.563461,7
951,21.52536,-78.22579,5
952,46.60207,-120.5059,16
953,40.349457,-88.986137,15
954,43.326618,-84.536095,22
955,21.52536,-78.22579,5
956,40.349457,-88.986137,15
957,39.849426,-86.258278,15
958,36.116203,-119.618564,0
959,33.95335,-117.39616,21
960,37.30216,-120.48297,0
961,35.747845,-86.692345,2
962,36.116203,-119.618564,0
963,36.116203,-119.618564,0
964,45.694454,-93.900192,9
965,31.054487,-97.563461,7
966,36.116203,-119.618564,0
967,30.707584,-98.68469,7
968,31.054487,-97.563461,7
969,40.388783,-82.764915,22
970,40.349457,-88.986137,15
971,33.78779,-117.85311,21
972,41.88503,-87.7845,15
973,33.729759,-111.431221,14
974,36.116203,-119.618564,0
975,42.230171,-71.530106,10
976,36.116203,-119.618564,0
977,-28.10391,26.86593,1
978,42.230171,-71.530106,10
979,44.299782,-99.438828,26
980,33.95335,-117.39616,21
981,40.349457,-88.986137,15
982,21.52536,-78.22579,5
983,18.38078,-65.95739,18
984,61.370716,-152.404419,8
985,31.054487,-97.563461,7
986,42.230171,-71.530106,10
987,36.116203,-119.618564,0
988,36.116203,-119.618564,0
989,21.52536,-78.22579,5
990,30.239513,-97.69127,7
991,41.85003,-87.65005,15
992,36.116203,-119.618564,0
993,21.52536,-78.22579,5
994,61.370716,-152.404419,8
995,38.456085,-92.288368,20
996,38.456085,-92.288368,20
997,38.58157,-121.4944,28
998,42.230171,-71.530106,10
999,42.230171,-71.530106,10
1000,36.333905,-89.485536,2
1001,31.054487,-97.563461,7
1002,40.349457,-88.986137,15
1003,40.349457,-88.986137,15
1004,42.230171,-71.530106,10
1005,36.116203,-119.618564,0
1006,40.349457,-88.986137,15
1007,36.116203,-119.618564,0
1008,36.116203,-119.618564,0
1009,31.054487,-97.563461,7
1010,42.230171,-71.530106,10
1011,21.52536,-78.22579,5
1012,39.063946,-76.802101,3
1013,31.054487,-97.563461,7
1014,38.89511,-77.03637,3
1015,21.52536,-78.22579,5
1016,21.52536,-78.22579,5
1017,33.194532,-96.579444,7
1018,21.52536,-78.22579,5
1019,45.694454,-93.900192,9
1020,37.09024,-95.712891,20
1021,31.054487,-97.563461,7
1022,36.116203,-119.618564,0
1023,34.10834,-117.28977,21
1024,40.150032,-111.862434,11
1025,22.40694,-79.96472,5
1026,31.169546,-91.867805,25
1027,36.116203,-119.618564,0
1028,43.326618,-84.536095,22
1029,42.230171,-71.530106,10
1030,36.96134,-120.06072,0
1031,42.230171,-71.530106,10
1032,47.490599,-121.833996,16
1033,36.15398,-95.99277,20
1034,34.27834,-119.29317,0
1035,36.116203,-119.618564,0
1036,40.349457,-88.986137,15
1037,31.054487,-97.563461,7
1038,40.349457,-88.986137,15
1039,21.52536,-78.22579,5
1040,-28.10391,26.86593,1
1041,32.71571,-117.16472,21
1042,36.116203,-119.618564,0
1043,21.52536,-78.22579,5
1044,31.054487,-97.563461,7
1045,21.52536,-78.22579,5
1046,45.694454,-93.900192,9
1047,21.52536,-78.22579,5
1048,36.116203,-119.618564,0
1049,37.09024,-95.712891,20
1050,31.054487,-97.563461,7
1051,36.116203,-119.618564,0
1052,33.95335,-117.39616,21
1053,42.230171,-71.530106,10
1054,35.747845,-86.692345,2
1055,21.52536,-78.22579,5
1056,40.150032,-111.862434,11
1057,35.747845,-86.692345,2
1058,32.71571,-117.16472,21
1059,36.116203,-119.618564,0
1060,36.116203,-119.618564,0
1061,31.054487,-97.563461,7
1062,32.71571,-117.16472,21
1063,27.903108,-82.739519,27
1064,42.230171,-71.530106,10
1065,18.38078,-65.95739,18
1066,21.52536,-78.22579,5
1067,31.054487,-97.563461,7
1068,21.52536,-78.22579,5
1069,14.6982,121.1236,4
1070,39.73915,-104.9847,24
1071,39.72943,-104.83192,24
1072,48.070464,-121.936784,16
1073,31.054487,-97.563461,7
1074,36.116203,-119.618564,0
1075,40.349457,-88.986137,15
1076,36.333905,-89.485536,2
1077,40.349457,-88.986137,15
1078,40.349457,-88.986137,15
1079,30.78963,-98.201187,7
1080,25.61058,-80.497099,5
1081,31.054487,-97.563461,7
1082,36.116203,-119.618564,0
1083,21.52536,-78.22579,5
1084,40.349457,-88.986137,15
1085,31.054487,-97.563461,7
1086,36.116203,-119.618564,0
1087,42.230171,-71.530106,10
1088,31.054487,-97.563461,7
1089,36.116203,-119.618564,0
1090,32.806671,-86.79113,27
1091,36.116203,-119.618564,0
1092,32.78306,-96.80667,7
1093,37.77099,-122.26087,28
1094,47.538569,-90.290189,9
1095,33.95335,-117.39616,21
1096,40.150032,-111.862434,11
1097,40.349457,-88.986137,15
1098,36.116203,-119.618564,0
1099,30.78963,-98.201187,7
1100,33.729759,-111.431221,14
1101,22.40694,-79.96472,5
1102,31.054487,-97.563461,7
1103,43.66294,-116.68736,11
1104,39.063946,-76.802101,3
1105,31.169546,-91.867805,25
1106,32.806671,-86.79113,27
1107,31.054487,-97.563461,7
1108,42.230171,-71.530106,10
1109,36.116203,-119.618564,0
1110,36.116203,-119.618564,0
1111,32.36681,-86.29997,27
1112,40.349457,-88.986137,15
1113,31.054487,-97.563461,7
1114,38.988877,-80.495477,3
1115,-28.10391,26.86593,1
1116,-28.10391,26.86593,1
1117,40.349457,-88.986137,15
1118,36.116203,-119.618564,0
1119,40.349457,-88.986137,15
1120,41.85003,-87.65005,15
1121,36.116203,-119.618564,0
1122,33.95335,-117.39616,21
1123,38.89511,-77.03637,3
1124,40.349457,-88.986137,15
1125,34.05223,-118.24368,21
1126,38.89511,-77.03637,3
1127,33.729759,-111.431221,14
1128,40.71427,-74.00597,10
1129,21.52536,-78.22579,5
1130,36.116203,-119.618564,0
1131,40.349457,-88.986137,15
1132,-28.10391,26.86593,1
1133,41.597782,-72.755371,10
1134,36.116203,-119.618564,0
1135,40.590752,-77.209755,3
1136,40.71427,-74.00597,10
1137,36.116203,-119.618564,0
1138,42.230171,-71.530106,10
1139,39.92595,-75.11962,3
1140,40.349457,-88.986137,15
1141,30.239513,-97.69127,7
1142,21.52536,-78.22579,5
1143,45.694454,-93.900192,9
1144,21.52536,-78.22579,5
1145,32.806671,-86.79113,27
1146,31.054487,-97.563461,7
1147,40.349457,-88.986137,15
1148,31.054487,-97.563461,7
1149,45.694454,-93.900192,9
1150,31.054487,-97.563461,7
1151,30.649082,-97.605065,7
1152,37.562316,-121.002831,28
1153,21.52536,-78.22579,5
1154,33.21484,-97.13307,7
1155,42.03336,-88.08341,15
1156,42.230171,-71.530106,10
1157,39.063946,-76.802101,3
1158,34.969704,-92.373123,25
1159,36.116203,-119.618564,0
1160,33.95335,-117.39616,21
1161,40.150032,-111.862434,11
1162,28.77476,-96.001532,7
1163,40.71427,-74.00597,10
1164,42.230171,-71.530106,10
1165,36.333905,-89.485536,2
1166,21.52536,-78.22579,5
1167,21.52536,-78.22579,5
1168,33.19587,-117.37948,21
1169,35.346629,-118.729506,0
1170,42.230171,-71.530106,10
1171,31.054487,-97.563461,7
1172,36.116203,-119.618564,0
1173,33.44838,-112.07404,14
1174,47.60621,-122.33207,16
1175,40.590752,-77.209755,3
1176,21.52536,-78.22579,5
1177,30.649082,-97.605065,7
1178,31.054487,-97.563461,7
1179,21.52536,-78.22579,5
1180,42.230171,-71.530106,10
1181,21.52536,-78.22579,5
1182,36.116203,-119.618564,0
1183,40.349457,-88.986137,15
1184,33.729759,-111.431221,14
1185,29.522281,-90.081001,25
1186,36.116203,-119.618564,0
1187,21.52536,-78.22579,5
1188,21.52536,-78.22579,5
1189,36.701721,-83.130112,2
1190,36.116203,-119.618564,0
1191,31.054487,-97.563461,7
1192,40.349457,-88.986137,15
1193,48.070464,-121.936784,16
1194,42.12922,-80.08506,22
1195,-28.10391,26.86593,1
1196,36.116203,-119.618564,0
1197,44.08054,-103.23101,26
1198,36.116203,-119.618564,0
1199,25.61058,-80.497099,5
1200,36.116203,-119.618564,0
1201,36.116203,-119.618564,0
1202,41.85003,-87.65005,15
1203,38.679596,-121.902441,28
1204,40.349457,-88.986137,15
1205,41.85003,-87.65005,15
1206,30.707584,-98.68469,7
1207,36.116203,-119.618564,0
1208,40.150032,-111.862434,11
1209,38.89511,-77.03637,3
1210,37.77099,-122.26087,28
1211,21.52536,-78.22579,5
1212,42.230171,-71.530106,10
1213,21.52536,-78.22579,5
1214,45.694454,-93.900192,9
1215,37.77099,-122.26087,28
1216,21.52536,-78.22579,5
1217,39.063946,-76.802101,3
1218,32.71571,-117.16472,21
1219,31.054487,-97.563461,7
1220,42.230171,-71.530106,10
1221,45.694454,-93.900192,9
1222,33.78779,-117.85311,21
1223,40.349457,-88.986137,15
1224,42.230171,-71.530106,10
1225,30.791242,-96.984395,7
1226,42.230171,-71.530106,10
1227,43.326618,-84.536095,22
1228,36.116203,-119.618564,0
1229,40.635045,-73.95064,10
1230,36.116203,-119.618564,0
1231,39.063946,-76.802101,3
1232,31.054487,-97.563461,7
1233,21.52536,-78.22579,5
1234,31.054487,-97.563461,7
1235,40.349457,-88.986137,15
1236,31.054487,-97.563461,7
1237,39.297508,-120.771343,28
1238,61.370716,-152.404419,8
1239,31.054487,-97.563461,7
1240,36.116203,-119.618564,0
1241,42.230171,-71.530106,10
1242,14.6,120.98333,4
1243,36.116203,-119.618564,0
1244,33.78779,-117.85311,21
1245,33.95335,-117.39616,21
1246,40.388783,-82.764915,22
1247,36.116203,-119.618564,0
1248,37.09024,-95.712891,20
1249,40.349457,-88.986137,15
1250,38.89511,-77.03637,3
1251,21.52536,-78.22579,5
1252,31.054487,-97.563461,7
1253,36.116203,-119.618564,0
1254,21.52536,-78.22579,5
1255,32.71571,-117.16472,21
1256,31.054487,-97.563461,7
1257,31.054487,-97.563461,7
1258,32.71571,-117.16472,21
1259,31.054487,-97.563461,7
1260,31.054487,-97.563461,7
1261,30.325091,-98.941851,7
1262,40.349457,-88.986137,15
1263,37.77099,-122.26087,28
1264,-6.9053,109.5347,12
1265,21.52536,-78.22579,5
1266,31.054487,-97.563461,7
1267,34.969704,-92.373123,25
1268,37.09024,-95.712891,20
1269,36.365,6.61472,19
1270,39.063946,-76.802101,3
1271,44.268543,-89.616508,15
1272,40.349457,-88.986137,15
1273,47.528912,-99.784012,26
1274,50.50301,13.63617,19
1275,39.09973,-94.57857,20
1276,38.456085,-92.288368,20
1277,42.230171,-71.530106,10
1278,44.08054,-103.23101,26
1279,50.50301,13.63617,19
1280,43.452492,-71.563896,10
1281,44.299782,-99.438828,26
1282,40.71427,-74.00597,10
1283,31.054487,-97.563461,7
1284,32.806671,-86.79113,27
1285,40.590752,-77.209755,3
1286,36.116203,-119.618564,0
1287,31.054487,-97.563461,7
1288,36.333905,-89.485536,2
1289,36.116203,-119.618564,0
1290,31.054487,-97.563461,7
1291,42.230171,-71.530106,10
1292,-28.10391,26.86593,1
1293,36.116203,-119.618564,0
1294,33.44838,-112.07404,14
1295,36.116203,-119.618564,0
1296,41.85003,-87.65005,15
1297,33.78779,-117.85311,21
1298,42.230171,-71.530106,10
1299,36.116203,-119.618564,0
1300,40.349457,-88.986137,15
1301,36.116203,-119.618564,0
1302,36.116203,-119.618564,0
1303,47.538569,-90.290189,9
1304,45.694454,-93.900192,9
1305,40.349457,-88.986137,15
1306,32.78306,-96.80667,7
1307,31.054487,-97.563461,7
1308,21.52536,-78.22579,5
1309,40.349457,-88.986137,15
1310,21.52536,-78.22579,5
1311,45.694454,-93.900192,9
1312,42.230171,-71.530106,10
1313,21.52536,-78.22579,5
1314,31.054487,-97.563461,7
1315,31.054487,-97.563461,7
1316,41.85003,-87.65005,15
1317,21.52536,-78.22579,5
1318,40.01499,-105.27055,24
1319,31.054487,-97.563461,7
1320,40.349457,-88.986137,15
1321,40.349457,-88.986137,15
1322,36.116203,-119.618564,0
1323,40.349457,-88.986137,15
1324,40.349457,-88.986137,15
1325,30.325091,-98.941851,7
1326,36.116203,-119.618564,0
1327,-28.10391,26.86593,1
1328,32.71571,-117.16472,21
1329,44.299782,-99.438828,26
1330,31.054487,-97.563461,7
1331,21.52536,-78.22579,5
1332,40.349457,-88.986137,15
1333,33.729759,-111.431221,14
1334,36.116203,-119.618564,0
1335,36.116203,-119.618564,0
1336,31.054487,-97.563461,7
1337,39.063946,-76.802101,3
1338,33.95335,-117.39616,21
1339,47.68149,-122.20874,16
1340,47.538569,-90.290189,9
1341,36.116203,-119.618564,0
1342,40.71427,-74.00597,10
1343,31.054487,-97.563461,7
1344,42.230171,-71.530106,10
1345,47.490599,-121.833996,16
1346,36.116203,-119.618564,0
1347,41.760392,-81.724217,22
1348,21.52536,-78.22579,5
1349,36.74773,-119.77237,0
1350,39.063946,-76.802101,3
1351,36.116203,-119.618564,0
1352,21.52536,-78.22579,5
1353,47.528912,-99.784012,26
1354,42.12922,-80.08506,22
1355,40.71427,-74.00597,10
1356,39.861156,-105.528878,24
1357,42.230171,-71.530106,10
1358,38.051817,-122.745974,28
1359,36.116203,-119.618564,0
